GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
371471508A,0,Voting District 1508A,Pitt,2321,1860,329,57,27,11,37,2160,1798,248,46,27,10,31,981,635,334,626,355
371471506,0,Voting District 1506,Pitt,3099,1324,1536,105,43,6,85,2562,1258,1137,77,39,6,45,1281,939,333,891,390
371471505A,0,Voting District 1505A,Pitt,5219,1643,3033,296,121,29,97,3889,1439,2082,203,102,20,43,1594,1215,371,1191,403
371471510B,0,Voting District 1510B,Pitt,3422,2718,479,71,105,9,40,2806,2321,326,49,79,7,24,2129,952,1163,975,1154
371471402A,0,Voting District 1402A,Pitt,4200,2950,839,203,116,13,79,3188,2286,636,138,79,12,37,2032,892,1124,878,1154
371471510A,0,Voting District 1510A,Pitt,3159,2462,363,196,83,11,44,2335,1873,258,124,55,5,20,1791,683,1090,711,1080
371471301,0,Voting District 1301,Pitt,1669,1423,137,83,3,0,23,1283,1115,107,49,3,0,9,681,211,466,268,412
371471102A,0,Voting District 1102A,Pitt,3927,2865,796,158,36,19,53,2843,2109,578,97,26,13,20,2185,906,1269,962,1222
371471511A,0,Voting District 1511A,Pitt,4032,3183,528,85,172,4,60,3116,2472,419,58,125,4,38,2362,947,1401,973,1389
371471509,0,Voting District 1509,Pitt,7516,5203,1648,305,183,28,149,6417,4623,1298,232,148,28,88,3216,1752,1445,1686,1530
371471101,0,Voting District 1101,Pitt,2087,1196,718,126,4,6,37,1516,920,504,72,3,4,13,857,425,431,445,412
371470501,0,Voting District 0501,Pitt,2070,1262,645,138,1,2,22,1569,986,491,80,1,2,9,949,387,552,413,536
371470401,0,Voting District 0401,Pitt,2470,1002,1363,74,6,11,14,1924,815,1038,44,5,11,11,1291,809,475,838,453
371470901,0,Voting District 0901,Pitt,1356,858,437,38,0,0,23,1053,688,333,20,0,0,12,619,283,334,309,310
371470800B,0,Voting District 0800B,Pitt,3055,1490,1403,99,11,3,49,2237,1217,934,55,8,3,20,1432,770,654,828,604
371471201,0,Voting District 1201,Pitt,7896,4061,2803,824,68,18,122,6035,3489,1933,476,64,12,61,2666,1424,1229,1396,1270
371471512B,0,Voting District 1512B,Pitt,3304,1922,1063,96,136,6,81,2520,1562,737,72,107,4,38,1600,944,645,886,714
371471102B,0,Voting District 1102B,Pitt,5019,3729,751,408,44,12,75,3758,2859,588,249,35,7,20,2398,836,1553,953,1445
371471512A,0,Voting District 1512A,Pitt,6693,3294,2693,331,165,16,194,4644,2486,1745,194,125,13,81,2798,1587,1197,1545,1253
371471508B,0,Voting District 1508B,Pitt,3052,2517,329,48,49,17,92,2861,2436,259,40,43,14,69,1107,639,457,596,511
371471507,0,Voting District 1507,Pitt,6628,4432,1632,223,132,22,187,5822,4129,1277,170,111,22,113,2740,1643,1058,1566,1174
371471402B,0,Voting District 1402B,Pitt,3713,2717,607,242,52,10,85,2978,2280,456,149,41,8,44,1708,735,964,728,980
37149CL08,0,Voting District CL08,Polk,3180,2902,68,165,19,2,24,2695,2518,53,93,16,2,13,1824,736,1057,736,1088
37149CG05,0,Voting District CG05,Polk,2206,2043,23,87,3,17,33,1704,1601,20,52,3,9,19,860,197,642,262,598
37149GC09,0,Voting District GC09,Polk,3607,3019,320,197,10,10,51,2814,2407,250,121,9,9,18,1790,693,1070,748,1042
37149CL07,0,Voting District CL07,Polk,3294,2930,48,250,7,5,54,2562,2373,26,130,6,2,25,1662,686,953,764,898
37149TR123,0,Voting District TR123,Polk,3747,3211,328,153,11,1,43,3217,2841,258,91,9,1,17,2276,1227,1006,1264,1012
37149SA04,0,Voting District SA04,Polk,1972,1887,21,46,3,2,13,1616,1561,19,22,3,2,9,1029,434,579,439,590
37149WO06,0,Voting District WO06,Polk,2504,2134,103,224,8,4,31,1964,1733,77,128,6,4,16,1121,423,683,508,613
3715114,0,Voting District 14,Randolph,1409,1230,126,27,7,1,18,1102,963,108,19,5,1,6,636,159,473,178,458
3715117,0,Voting District 17,Randolph,2290,2088,85,76,10,9,22,1797,1651,66,53,10,8,9,1074,246,809,285,789
3715121,0,Voting District 21,Randolph,5927,4817,273,751,28,23,35,4404,3765,187,400,22,14,16,2349,603,1716,662,1687
3715107,0,Voting District 07,Randolph,3360,2229,302,683,66,11,69,2581,1864,201,429,53,8,26,1328,536,764,557,771
3715105,0,Voting District 05,Randolph,4152,1828,1234,933,63,11,83,2956,1482,899,497,50,6,22,1414,896,507,870,544
3715108,0,Voting District 08,Randolph,3563,1778,391,1256,58,8,72,2565,1457,258,779,34,8,29,951,406,528,416,535
3715124,0,Voting District 24,Randolph,1198,1155,10,27,1,0,5,928,901,9,16,1,0,1,526,133,388,177,349
3715120,0,Voting District 20,Randolph,3801,2972,237,495,1,14,82,2750,2261,176,273,1,10,29,1352,376,959,421,931
3715106,0,Voting District 06,Randolph,3005,2234,279,401,24,14,53,2319,1828,186,259,15,13,18,1507,625,861,653,854
3715122,0,Voting District 22,Randolph,3970,3296,226,315,20,33,80,3012,2574,180,179,15,27,37,1490,450,1024,473,1017
3715134,0,Voting District 34,Randolph,3811,3328,158,262,10,6,47,2880,2583,127,135,6,6,23,1625,446,1160,492,1133
3715140,0,Voting District 40,Randolph,2940,2630,28,211,20,18,33,2145,1973,16,122,11,13,10,1095,299,778,327,768
3715118,0,Voting District 18,Randolph,2613,2476,25,43,32,6,31,1960,1879,12,24,25,5,15,1133,243,876,248,885
3715116,0,Voting District 16,Randolph,3127,2911,55,94,22,12,33,2443,2309,42,53,15,12,12,1708,365,1319,427,1281
3715110,0,Voting District 10,Randolph,4859,2416,404,1860,92,21,66,3445,1953,285,1109,67,12,19,1243,462,757,470,773
3715137,0,Voting District 37,Randolph,3110,2808,186,49,23,12,32,2437,2202,164,31,18,10,12,1505,354,1131,405,1100
3715133,0,Voting District 33,Randolph,2388,1876,191,259,15,19,28,1806,1471,146,147,12,17,13,859,312,534,326,534
3715132,0,Voting District 32,Randolph,5848,4711,186,817,31,20,83,4274,3630,121,452,26,15,30,2309,678,1588,704,1605
3715109,0,Voting District 09,Randolph,3313,2007,219,1008,17,13,49,2393,1629,147,580,14,8,15,1013,340,655,356,658
3715111,0,Voting District 11,Randolph,2963,2202,295,366,38,21,41,2439,1890,247,240,28,19,15,1199,354,831,404,795
3715125,0,Voting District 25,Randolph,2831,2547,78,132,18,19,37,2179,1992,68,75,13,15,16,1194,224,955,273,921
3715131,0,Voting District 31,Randolph,4570,3131,632,662,38,30,77,3409,2486,490,362,27,17,27,1822,668,1128,692,1130
3715136,0,Voting District 36,Randolph,4408,4199,36,101,2,29,41,3384,3239,31,65,2,22,25,1596,322,1256,344,1252
3715126,0,Voting District 26,Randolph,3789,3539,35,96,28,39,52,2938,2772,28,63,19,31,25,1606,371,1214,404,1202
3715113,0,Voting District 13,Randolph,4368,4025,51,227,15,15,35,3366,3164,35,123,12,13,19,1920,417,1493,434,1486
3715139,0,Voting District 39,Randolph,4822,4531,80,125,35,14,37,3703,3513,63,68,26,10,23,2132,465,1643,494,1638
3715112,0,Voting District 12,Randolph,1942,1584,156,138,37,4,23,1505,1292,97,76,27,3,10,1270,413,831,417,853
3715101,0,Voting District 01,Randolph,3351,2924,96,137,142,18,34,2563,2263,69,92,113,15,11,1535,349,1168,373,1162
3715135,0,Voting District 35,Randolph,2904,2434,228,174,6,14,48,2193,1877,185,96,3,11,21,1300,361,926,366,934
3715103,0,Voting District 03,Randolph,5536,4672,243,248,272,26,75,4122,3538,197,145,182,22,38,2361,601,1733,634,1728
3715115,0,Voting District 15,Randolph,4580,3272,111,1150,4,18,25,3334,2576,83,649,4,12,10,1642,440,1187,483,1159
3715127,0,Voting District 27,Randolph,571,549,7,14,0,0,1,457,446,4,6,0,0,1,282,47,232,67,215
3715119,0,Voting District 19,Randolph,3448,3145,63,174,17,15,34,2633,2463,41,94,12,12,11,1326,336,976,400,926
3715104,0,Voting District 04,Randolph,2947,2508,142,223,44,7,23,2254,1987,96,129,27,7,8,1627,478,1137,502,1125
3715128,0,Voting District 28,Randolph,3309,2804,147,266,45,22,25,2561,2231,109,161,27,20,13,1172,259,896,301,871
3715123,0,Voting District 23,Randolph,4275,3034,646,497,6,16,76,3224,2378,519,277,5,15,30,1820,817,980,802,1018
3715129,0,Voting District 29,Randolph,4562,4242,66,127,21,41,65,3431,3241,44,79,16,24,27,2063,448,1593,484,1579
3715130,0,Voting District 30,Randolph,3283,3029,69,107,7,36,35,2546,2379,53,65,4,28,17,1455,334,1101,346,1109
3715138,0,Voting District 38,Randolph,5757,5504,78,90,31,26,28,4333,4160,59,56,19,22,17,2362,478,1861,524,1838
3715102,0,Voting District 02,Randolph,2852,2540,105,77,80,13,37,2267,2068,79,44,49,10,17,1346,303,1030,328,1018
3715305,0,Voting District 05,Richmond,1147,760,232,91,10,32,22,868,626,154,45,8,20,15,364,131,227,177,187
3715309,0,Voting District 09,Richmond,7866,5172,1899,248,60,320,167,5936,4083,1367,143,42,219,82,3283,1592,1653,1898,1385
3715314,0,Voting District 14,Richmond,191,75,107,7,1,0,1,164,68,91,4,0,0,1,120,86,31,89,31
3715304,0,Voting District 04,Richmond,3097,1811,809,328,8,84,57,2321,1442,586,196,6,65,26,1018,518,489,627,391
3715301,0,Voting District 01,Richmond,8063,3552,3462,657,123,155,114,5985,2928,2396,412,102,103,44,2920,1879,1019,2029,891
3715308,0,Voting District 08,Richmond,5979,2802,2691,147,43,129,167,4411,2179,1934,90,30,94,84,2576,1657,897,1782,794
3715316,0,Voting District 16,Richmond,512,471,5,23,0,9,4,392,367,5,13,0,5,2,222,44,175,73,149
3715302,0,Voting District 02,Richmond,7174,5192,1327,323,100,106,126,5470,4116,936,193,80,78,67,3382,1329,2022,1633,1749
3715313,0,Voting District 13,Richmond,1214,653,309,208,6,21,17,935,545,245,121,3,15,6,551,254,292,298,253
3715315,0,Voting District 15,Richmond,276,220,41,6,0,4,5,220,178,34,3,0,2,3,111,43,68,50,61
3715312,0,Voting District 12,Richmond,2686,1413,821,360,14,27,51,1974,1149,570,204,10,22,19,1113,519,583,608,505
3715311,0,Voting District 11,Richmond,1368,922,391,18,7,13,17,1069,729,315,7,5,7,6,778,341,429,418,360
3715310,0,Voting District 10,Richmond,2308,870,1100,242,19,46,31,1877,734,917,168,14,32,12,570,367,199,392,178
3715307,0,Voting District 07,Richmond,1437,832,477,38,2,47,41,1081,646,364,16,2,36,17,584,339,242,382,202
3715306,0,Voting District 06,Richmond,2059,1684,249,18,28,45,35,1591,1337,175,15,25,28,11,884,273,602,406,478
3715303,0,Voting District 03,Richmond,1262,940,239,27,13,31,12,965,751,162,18,11,19,4,617,214,389,308,309
3715529,0,Voting District 29,Robeson,2429,442,1165,40,1,747,34,1890,385,899,26,1,562,17,1060,773,279,812,248
3715507,0,Voting District 07,Robeson,1511,258,453,144,3,629,24,1103,211,328,84,3,467,10,452,319,129,333,119
3715519,0,Voting District 19,Robeson,5558,628,2322,84,18,2408,98,3955,517,1681,44,12,1655,46,1869,1510,354,1550,318
3715505,0,Voting District 05,Robeson,4233,1207,1811,117,4,988,106,3136,1016,1326,66,2,685,41,1661,1053,603,1173,488
3715538,0,Voting District 38,Robeson,858,160,127,35,0,509,27,638,130,92,12,0,389,15,240,133,102,150,90
3715540,0,Voting District 40,Robeson,1053,471,452,53,4,64,9,828,390,348,40,1,46,3,393,231,160,257,136
3715537,0,Voting District 37,Robeson,978,704,117,51,0,89,17,754,586,78,29,0,57,4,362,66,294,140,222
3715511,0,Voting District 11,Robeson,7504,3961,776,396,232,1953,186,5757,3322,586,232,176,1360,81,3298,1120,2160,1444,1854
3715515,0,Voting District 15,Robeson,2175,381,1411,67,28,252,36,1574,319,1003,37,16,178,21,830,728,99,725,105
3715520,0,Voting District 20,Robeson,1757,936,583,33,1,168,36,1366,774,433,23,1,113,22,707,356,347,412,294
3715536,0,Voting District 36,Robeson,2147,613,862,68,2,575,27,1544,497,570,41,2,416,18,744,455,286,487,257
3715521,0,Voting District 21,Robeson,4144,2080,1349,240,18,337,120,2989,1609,941,143,15,230,51,1295,684,601,748,547
3715502,0,Voting District 02,Robeson,5424,637,1689,220,3,2737,138,4313,572,1368,190,3,2110,70,1161,842,310,917,244
3715526,0,Voting District 26,Robeson,4645,687,1814,961,15,1086,82,3225,571,1315,555,10,742,32,1401,1071,325,1101,300
3715535,0,Voting District 35,Robeson,3925,129,38,47,3,3637,71,2749,108,25,29,3,2551,33,1037,552,462,668,369
3715541,0,Voting District 41,Robeson,6347,3047,1147,364,31,1580,178,4523,2438,706,214,20,1086,59,1743,568,1162,765,978
3715539,0,Voting District 39,Robeson,3041,255,539,45,11,2134,57,2175,216,417,27,8,1481,26,754,494,250,554,200
3715532,0,Voting District 32,Robeson,3762,1434,820,849,14,575,70,2757,1185,589,530,12,418,23,1099,516,573,602,498
3715530,0,Voting District 30,Robeson,5341,775,382,1052,21,3013,98,3843,661,265,626,16,2224,51,1294,640,634,837,457
3715503,0,Voting District 03,Robeson,3495,2008,753,81,10,567,76,2509,1589,458,48,7,372,35,1041,328,707,465,576
3715501,0,Voting District 01,Robeson,2169,241,234,45,0,1612,37,1561,199,180,26,0,1138,18,513,326,180,366,147
3715510,0,Voting District 10,Robeson,2486,735,553,464,8,662,64,1815,597,423,280,7,480,28,659,391,264,424,236
3715533,0,Voting District 33,Robeson,1477,104,174,423,1,755,20,978,77,134,243,1,517,6,287,192,90,188,99
3715531,0,Voting District 31,Robeson,5233,2370,1511,915,21,302,114,3783,1876,1100,541,17,196,53,1611,866,732,931,680
3715528,0,Voting District 28,Robeson,2947,209,304,890,0,1509,35,2030,163,215,556,0,1078,18,497,271,222,316,181
3715522,0,Voting District 22,Robeson,6447,1096,1340,154,157,3553,147,5244,1065,1211,124,142,2594,108,1702,1122,562,1189,513
3715527,0,Voting District 27,Robeson,1526,613,534,102,10,238,29,1156,525,394,50,6,168,13,683,382,294,426,257
3715524,0,Voting District 24,Robeson,2313,199,274,356,7,1434,43,1666,173,212,222,6,1029,24,485,310,165,340,144
3715525,0,Voting District 25,Robeson,3860,586,530,334,13,2317,80,2795,515,424,197,11,1608,40,714,408,298,484,230
3715504,0,Voting District 04,Robeson,3843,222,160,192,14,3195,60,2732,184,111,98,9,2300,30,1043,558,474,723,320
3715523,0,Voting District 23,Robeson,6760,542,354,147,27,5535,155,4968,504,281,88,26,3978,91,1630,895,705,1080,550
3715516,0,Voting District 16,Robeson,2219,57,1897,19,7,186,53,1466,42,1268,10,6,119,21,1055,1031,22,1013,42
3715517,0,Voting District 17,Robeson,1100,171,403,24,3,468,31,726,147,228,8,2,330,11,359,244,109,267,92
3715513,0,Voting District 13,Robeson,2736,1372,808,153,31,317,55,2148,1177,587,102,26,229,27,1084,528,552,581,503
3715512,0,Voting District 12,Robeson,3962,1163,1407,725,77,488,102,2738,954,925,455,51,322,31,1308,886,419,904,404
3715514,0,Voting District 14,Robeson,2783,1116,874,306,15,394,78,1995,917,580,199,10,261,28,675,304,365,364,311
3715508,0,Voting District 08,Robeson,2460,1637,339,81,5,348,50,1842,1292,241,48,5,231,25,982,299,677,423,559
3715506,0,Voting District 06,Robeson,1335,258,655,34,1,342,45,1022,218,514,26,1,247,16,600,479,119,503,97
3715518A,0,Voting District 18A,Robeson,2554,1549,392,188,195,184,46,2032,1296,298,118,153,142,25,1181,407,757,528,653
3715509,0,Voting District 09,Robeson,2404,910,703,352,17,384,38,1706,710,490,193,14,285,14,753,399,348,446,307
3715534,0,Voting District 34,Robeson,3227,197,291,81,3,2595,60,2210,174,216,44,3,1748,25,572,321,242,382,190
37157CO,0,Voting District CO,Rockingham,7238,3463,3099,490,19,29,138,5627,2870,2368,287,16,17,69,3024,1998,1003,1973,1051
37157MC,0,Voting District MC,Rockingham,6241,4142,1680,225,80,12,102,4931,3458,1219,142,64,10,38,3117,1407,1680,1434,1683
37157WM,0,Voting District WM,Rockingham,4464,2554,1091,732,2,14,71,3442,2091,879,427,2,13,30,1800,847,944,857,943
37157EC,0,Voting District EC,Rockingham,6497,4860,1242,242,45,16,92,5139,3955,956,141,36,12,39,2878,1207,1645,1297,1581
37157RC,0,Voting District RC,Rockingham,6781,5498,964,206,20,11,82,5383,4382,794,137,15,11,44,3358,1216,2105,1361,1997
37157LI,0,Voting District LI,Rockingham,5726,4591,853,160,27,16,79,4457,3633,662,96,16,14,36,2598,929,1648,1086,1512
37157ED-1,0,Voting District ED-1,Rockingham,7034,5169,1268,388,64,38,107,5454,4194,939,215,38,29,39,2714,1139,1535,1198,1516
37157LK-2,0,Voting District LK-2,Rockingham,4923,3538,1056,220,15,7,87,3827,2856,802,121,10,3,35,2378,965,1388,1062,1316
37157DR,0,Voting District DR,Rockingham,3949,2659,875,304,12,22,77,2914,2088,611,166,8,17,24,1495,636,845,695,800
37157VA,0,Voting District VA,Rockingham,5595,3309,1922,237,25,9,93,4362,2704,1453,146,20,6,33,2602,1340,1238,1376,1226
37157HU,0,Voting District HU,Rockingham,6052,5221,255,435,37,23,81,4601,4076,195,242,28,22,38,2422,722,1659,824,1598
37157HO,0,Voting District HO,Rockingham,2724,2264,312,82,25,7,34,2114,1768,251,55,18,7,15,1235,456,757,486,749
37157MD,0,Voting District MD,Rockingham,3598,2543,808,148,10,23,66,2870,2080,661,87,7,15,20,1716,904,793,934,782
37157RD-1,0,Voting District RD-1,Rockingham,1980,1338,477,104,5,14,42,1522,1035,390,69,1,7,20,898,475,415,474,424
37157IR,0,Voting District IR,Rockingham,3435,3007,249,111,10,14,44,2675,2387,180,70,6,11,21,1670,481,1169,544,1126
37157MA,0,Voting District MA,Rockingham,6293,4819,732,637,13,12,80,4835,3803,599,374,9,12,38,2626,992,1602,1148,1478
37157NB,0,Voting District NB,Rockingham,4735,4324,133,164,31,23,60,3613,3351,108,92,20,19,23,2224,619,1580,688,1536
37157AV,0,Voting District AV,Rockingham,6378,5445,513,274,27,17,102,5088,4413,416,182,17,8,52,2857,922,1893,1106,1751
3715916,0,Voting District 16,Rowan,3788,2294,522,860,39,7,66,2705,1844,335,469,31,7,19,1049,351,684,363,686
3715920,0,Voting District 20,Rowan,2144,1770,118,219,13,12,12,1640,1397,84,131,12,12,4,851,221,617,236,615
3715944,0,Voting District 44,Rowan,4055,3753,83,153,18,11,37,3106,2911,58,96,13,10,18,1571,355,1194,405,1166
3715909,0,Voting District 09,Rowan,3064,2770,59,198,16,2,19,2399,2222,43,108,15,2,9,1381,270,1097,312,1068
3715945,0,Voting District 45,Rowan,1622,937,538,67,24,10,46,1265,774,412,37,16,10,16,918,491,419,496,422
3715903,0,Voting District 03,Rowan,3416,3102,81,155,29,13,36,2577,2403,53,83,16,8,14,1613,313,1281,364,1250
3715913,0,Voting District 13,Rowan,3142,2829,84,157,14,10,48,2347,2169,52,83,7,8,28,1239,248,977,285,954
3715914,0,Voting District 14,Rowan,2481,2081,256,81,26,1,36,1952,1669,202,48,20,1,12,1363,491,855,515,848
3715946,0,Voting District 46,Rowan,3625,3281,132,148,33,14,17,2709,2494,97,79,21,11,7,1597,433,1132,493,1104
3715907,0,Voting District 07,Rowan,2817,1976,568,178,26,6,63,2065,1496,430,92,20,6,21,1319,588,710,607,712
3715941,0,Voting District 41,Rowan,3963,2064,1399,330,93,7,70,3018,1810,895,205,69,7,32,1722,923,783,900,822
3715932,0,Voting District 32,Rowan,2215,1653,318,190,18,9,27,1638,1255,249,105,15,6,8,1025,356,653,383,642
3715925,0,Voting District 25,Rowan,5215,4907,68,158,21,7,54,3910,3731,35,89,12,7,36,2246,574,1641,589,1657
3715927,0,Voting District 27,Rowan,1820,1501,219,76,6,3,15,1353,1114,175,48,5,3,8,832,278,543,290,542
3715911,0,Voting District 11,Rowan,3300,2624,387,188,40,15,46,2576,2124,279,117,24,15,17,1896,666,1208,714,1182
3715910,0,Voting District 10,Rowan,3365,3152,83,77,30,0,23,2598,2457,68,42,25,0,6,1724,421,1283,460,1264
3715933,0,Voting District 33,Rowan,2294,2195,22,50,6,0,21,1777,1713,15,33,6,0,10,1117,201,895,245,872
3715917,0,Voting District 17,Rowan,4179,3049,429,576,46,14,65,3150,2460,291,327,34,9,29,1468,511,938,516,952
3715921,0,Voting District 21,Rowan,3712,2610,406,594,32,6,64,2773,2104,308,307,23,6,25,1767,677,1077,685,1082
3715902,0,Voting District 02,Rowan,2275,1269,677,281,11,5,32,1644,1028,445,148,5,3,15,858,431,422,442,416
3715924,0,Voting District 24,Rowan,1692,1539,100,31,2,0,20,1290,1182,79,21,2,0,6,836,214,613,256,580
3715930,0,Voting District 30,Rowan,5707,3329,859,1329,102,19,69,4371,2751,770,740,68,18,24,1291,476,802,496,795
3715904,0,Voting District 04,Rowan,5309,4858,117,243,25,13,53,4115,3805,80,177,14,13,26,2449,513,1899,573,1876
3715929,0,Voting District 29,Rowan,1725,1389,115,200,2,8,11,1308,1086,95,118,2,3,4,799,231,555,259,540
3715934,0,Voting District 34,Rowan,4415,2626,1152,411,150,14,62,3415,2178,831,249,116,12,29,1761,963,782,928,833
3715908,0,Voting District 08,Rowan,5102,3896,436,626,61,6,77,3717,2968,292,368,44,6,39,2253,786,1440,769,1484
3715931,0,Voting District 31,Rowan,2149,1859,145,86,31,9,19,1668,1478,109,50,18,8,5,983,280,696,312,670
3715915,0,Voting District 15,Rowan,4371,3764,331,169,31,13,63,3403,3002,248,91,23,12,27,2101,575,1500,612,1489
3715923,0,Voting District 23,Rowan,2292,2212,13,38,2,5,22,1771,1718,12,25,1,4,11,1004,229,760,234,770
3715919,0,Voting District 19,Rowan,3596,3150,265,122,15,12,32,2834,2498,216,80,14,8,18,1834,525,1291,542,1292
3715905,0,Voting District 05,Rowan,3659,3081,138,322,56,11,51,2775,2399,110,180,49,9,28,1581,391,1173,431,1150
3715936,0,Voting District 36,Rowan,4192,1905,1727,400,54,12,94,3139,1566,1227,247,45,8,46,1880,1235,622,1192,688
3715918,0,Voting District 18,Rowan,1663,214,1351,44,2,4,48,1194,172,968,27,2,4,21,757,720,31,709,48
3715926,0,Voting District 26,Rowan,2477,2389,25,36,6,9,12,1831,1771,18,25,4,7,6,1154,262,881,267,887
3715922,0,Voting District 22,Rowan,1153,1108,16,9,4,5,11,891,864,4,6,4,5,8,546,95,449,107,439
3715901,0,Voting District 01,Rowan,2751,2572,37,61,25,14,42,2123,2014,29,34,18,10,18,1188,267,904,266,922
3715938,0,Voting District 38,Rowan,4217,1830,1996,281,35,15,60,3300,1538,1507,185,27,11,32,1944,1354,574,1308,636
3715942,0,Voting District 42,Rowan,2661,86,2317,212,1,3,42,2001,62,1782,142,1,2,12,1137,1131,6,1105,32
3715906,0,Voting District 06,Rowan,2566,1954,278,251,44,12,27,1972,1579,215,137,26,12,3,1112,347,748,365,747
3715939,0,Voting District 39,Rowan,3063,2200,616,102,96,6,43,2596,1929,497,72,67,6,25,1371,666,691,649,722
3715912,0,Voting District 12,Rowan,2310,1390,660,187,28,7,38,1781,1159,473,108,17,5,19,1176,586,579,564,612
3715928,0,Voting District 28,Rowan,3439,1897,1135,304,36,9,58,2596,1566,791,189,18,5,27,1525,887,614,877,648
3715935,0,Voting District 35,Rowan,1881,819,750,261,14,8,29,1438,712,521,161,14,6,24,819,561,247,536,283
3715940,0,Voting District 40,Rowan,3546,2102,1125,183,34,10,92,2755,1759,809,116,22,8,41,1850,1011,826,952,898
3716104A,0,Voting District 04A,Rutherford,3398,2995,255,85,13,10,40,2715,2419,209,52,11,9,15,1400,441,939,520,880
3716116A,0,Voting District 16A,Rutherford,3570,3392,85,42,4,7,40,2809,2680,75,26,4,7,17,1571,392,1162,529,1042
3716127,0,Voting District 27,Rutherford,5007,4237,483,138,50,12,87,3988,3431,398,79,39,10,31,2469,887,1554,1008,1461
3716128,0,Voting District 28,Rutherford,2673,2112,332,139,21,6,63,2079,1683,265,83,17,5,26,995,341,651,386,608
3716106A,0,Voting District 06A,Rutherford,2666,2352,199,61,10,7,37,2298,2055,170,38,10,5,20,1511,620,876,626,885
3716113,0,Voting District 13,Rutherford,6382,4141,1590,441,48,13,149,4868,3358,1147,273,30,11,49,2743,1341,1377,1472,1271
3716130,0,Voting District 30,Rutherford,5451,3748,1375,166,35,13,114,4236,3043,1017,100,29,12,35,2226,1078,1121,1150,1076
3716114,0,Voting District 14,Rutherford,4099,2950,685,315,32,11,106,3068,2345,465,194,23,8,33,1628,686,927,812,816
3716110A,0,Voting District 10A,Rutherford,1607,1553,6,23,8,4,13,1275,1243,4,15,4,2,7,743,146,584,198,545
3716103A,0,Voting District 03A,Rutherford,2920,2742,98,46,8,3,23,2261,2118,88,33,4,3,15,1398,282,1098,400,998
3716119,0,Voting District 19,Rutherford,3188,2694,251,173,9,6,55,2401,2074,202,100,8,5,12,1200,345,846,450,750
3716134,0,Voting District 34,Rutherford,1824,1758,22,13,6,8,17,1438,1398,14,9,3,5,9,915,215,695,272,643
3716109A,0,Voting District 09A,Rutherford,5133,4792,138,127,2,18,56,3990,3775,100,83,2,11,19,2181,508,1656,703,1478
3716118,0,Voting District 18,Rutherford,2852,2552,213,50,15,3,19,2225,2013,167,33,8,1,3,1414,498,884,539,875
3716105A,0,Voting District 05A,Rutherford,5175,4453,343,270,4,18,87,3934,3446,268,158,3,17,42,1714,530,1164,722,992
3716111,0,Voting District 11,Rutherford,8681,8053,364,121,17,11,115,6578,6192,258,62,15,11,40,3359,902,2419,1245,2114
3716129,0,Voting District 29,Rutherford,3184,2530,365,187,12,6,84,2423,2002,280,106,9,5,21,1253,429,816,532,721
37163CLEA,0,Voting District CLEA,Sampson,4165,1362,2152,579,7,28,37,3034,1035,1606,351,4,18,20,1889,1359,527,1380,508
37163AUTR,0,Voting District AUTR,Sampson,2614,2005,224,298,2,31,54,1998,1604,168,187,1,23,15,1074,270,797,335,739
37163ROSE,0,Voting District ROSE,Sampson,2651,1905,381,255,15,29,66,1987,1531,250,143,11,27,25,951,341,600,383,568
37163TURK,0,Voting District TURK,Sampson,2181,975,776,404,9,4,13,1625,777,588,240,8,4,8,887,486,398,536,352
37163SBRG,0,Voting District SBRG,Sampson,1474,967,209,234,2,30,32,1126,789,167,133,1,23,13,683,233,447,266,417
37163WBRK,0,Voting District WBRK,Sampson,2599,1824,258,439,6,34,38,1921,1436,185,255,5,23,17,1008,274,724,399,609
37163LAKE,0,Voting District LAKE,Sampson,4352,1778,2016,463,7,41,47,3233,1378,1548,252,6,29,20,1977,1411,560,1479,498
37163GARL,0,Voting District GARL,Sampson,2023,896,820,256,4,11,36,1491,696,617,147,4,8,19,896,555,336,593,303
37163CLCE,0,Voting District CLCE,Sampson,1764,191,1280,194,17,26,56,1230,152,912,114,12,17,23,823,743,77,736,87
37163KFRK,0,Voting District KFRK,Sampson,2831,1505,679,334,12,236,65,2083,1167,487,186,7,206,30,1253,539,706,580,672
37163CLNE,0,Voting District CLNE,Sampson,3031,2096,503,316,42,35,39,2443,1769,393,200,36,26,19,1537,546,977,639,898
37163PLVW,0,Voting District PLVW,Sampson,4211,3148,518,398,30,60,57,3050,2368,346,248,22,43,23,1589,283,1298,366,1223
37163CLSW,0,Voting District CLSW,Sampson,2899,1507,692,391,27,240,42,2251,1247,534,253,20,174,23,1084,476,595,544,540
37163CLWE,0,Voting District CLWE,Sampson,3430,1920,1013,379,24,50,44,2708,1607,774,231,19,44,33,1294,414,873,497,797
37163KEEN,0,Voting District KEEN,Sampson,2180,1429,325,369,7,29,21,1601,1131,221,214,5,20,10,855,281,567,341,514
